,cnstrct_yr,date_lstmo,bin,groundelev,heightroof,bbl,geometry,FLD_AR_ID,FLD_ZONE,STATIC_BFE,Bin #,Job Type,Job Status Descrp,Latest Action Date,Building Type,City Owned,Other Description,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height,Existing Dwelling Units,Proposed Dwelling Units,Existing Occupancy,Proposed Occupancy,Job Description,BBL_x,Borough,CD,CT2010,CB2010,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,LtdHeight,SplitZone,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BBL_y,CondoNo,Tract2010,PLUTOMapID,HeightDiff,LFE_est
4273,1925.0,2017-08-22,3255092,7.0,24.94742167,3088661366,"POLYGON ((1004991.1819309 153201.1070335736, 1004972.449356809 153185.2376427375, 1004948.196780653 153213.8655382413, 1004962.786318394 153226.2254216525, 1004961.37391965 153227.8930692441, 1004965.516627889 153231.4025766597, 1004991.1819309 153201.1070335736))",130,AE,11.0,3255092,A2,APPLICATION PROCESSED - ENTIRE,05/19/2016,1-2-3 FAMILY,,ST/GC/FO/RMB,2.0,2.0,29.0,29.0,1.0,1.0,J-3,J-3,"direct lift of existing dwelling above the flood plain. new foundation / piling system, plumbing reconnections, & modifications to exterior entry points. no change to zoning, use, occupancy, or egress/ build it back application #: app-015676",3088661366,BK,315,628.0,4030.0,R4,,,,,N,A1,1.0,1800,1056,0,1056,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,16.0,27.0,G,1.0,3.0,2.0,6494.0,18634.0,1550.0,1550.0,1925,0,0,3088661366,0,628,1,-4.05257833,11.94742167
4282,1920.0,2017-08-22,3248803,7.0,20.48069641,3088452248,"POLYGON ((1006142.370245309 152800.4306695796, 1006159.178938734 152781.3483586715, 1006163.336082636 152785.0100967545, 1006175.489273562 152771.2128802425, 1006170.416449055 152766.7443852469, 1006175.534220978 152760.9346855734, 1006178.833755063 152763.8411758325, 1006186.019108144 152755.683711829, 1006185.556182564 152755.2759042425, 1006182.331123398 152752.4353587388, 1006190.461356474 152743.2057184205, 1006175.139864818 152729.7100104867, 1006148.969969646 152759.4199248303, 1006144.726539807 152755.6820714066, 1006136.728852391 152764.761777661, 1006140.866967486 152768.4067834924, 1006142.245573642 152769.621019908, 1006127.018569977 152786.9080588276, 1006142.370245309 152800.4306695796))",130,AE,11.0,3248803,A2,APPLICATION ASSIGNED TO PLAN EXAMINER,02/03/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,35.0,35.0,1.0,1.0,J-3,J-3,"bib work app-001537.rehabilitation with elevation of existing dwelling to be raised 4 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",3088452248,BK,315,628.0,3011.0,R4,,,,,N,A1,1.0,2700,2112,0,2112,0,0,0,0,0,0,2,1,2.0,1,1,60.0,45.0,52.75,24.83,,1.0,5.0,2.0,8295.0,27666.0,3380.0,3380.0,1920,0,0,3088452248,0,628,1,-14.51930359,7.48069641
4283,1920.0,2017-08-22,3248803,7.0,20.48069641,3088452248,"POLYGON ((1006142.370245309 152800.4306695796, 1006159.178938734 152781.3483586715, 1006163.336082636 152785.0100967545, 1006175.489273562 152771.2128802425, 1006170.416449055 152766.7443852469, 1006175.534220978 152760.9346855734, 1006178.833755063 152763.8411758325, 1006186.019108144 152755.683711829, 1006185.556182564 152755.2759042425, 1006182.331123398 152752.4353587388, 1006190.461356474 152743.2057184205, 1006175.139864818 152729.7100104867, 1006148.969969646 152759.4199248303, 1006144.726539807 152755.6820714066, 1006136.728852391 152764.761777661, 1006140.866967486 152768.4067834924, 1006142.245573642 152769.621019908, 1006127.018569977 152786.9080588276, 1006142.370245309 152800.4306695796))",130,AE,11.0,3248803,A2,PLAN EXAM - DISAPPROVED,11/18/2016,1-2-3 FAMILY,,,2.0,2.0,28.0,28.0,1.0,1.0,R-3,R-3,bib work app-001537.sprinkler application filed in conjunction with alt-1 job #: 321183955,3088452248,BK,315,628.0,3011.0,R4,,,,,N,A1,1.0,2700,2112,0,2112,0,0,0,0,0,0,2,1,2.0,1,1,60.0,45.0,52.75,24.83,,1.0,5.0,2.0,8295.0,27666.0,3380.0,3380.0,1920,0,0,3088452248,0,628,1,-7.51930359,7.48069641
4294,1920.0,2017-08-22,3248792,6.0,31.74043946,3088452216,"POLYGON ((1006222.543641391 152846.2130583344, 1006212.061378897 152837.3452939108, 1006198.089950147 152853.8600246668, 1006226.399932893 152877.8101079987, 1006240.371361642 152861.2950491638, 1006239.350038232 152860.4312057422, 1006222.543641391 152846.2130583344))",130,AE,11.0,3248792,A1,APPLICATION ASSIGNED TO PLAN EXAMINER,01/29/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,30.0,33.0,1.0,1.0,J-3,R-3,"bib work app-013807.rehabilitation with elevation of existing dwelling to be raised 7 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",3088452216,BK,315,628.0,3012.0,R4,,,,,N,A1,1.0,1800,1620,0,1620,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,20.0,40.0,,1.0,5.0,4.0,7980.0,18885.0,4383.0,4383.0,1920,1995,0,3088452216,0,628,1,1.74043946,17.74043946
4315,1920.0,2017-08-22,3248772,8.0,26.706546,3088452158,"POLYGON ((1006359.228079306 152963.1344124048, 1006331.365930304 152939.9973195822, 1006327.997498723 152944.0537419052, 1006325.0375309 152941.5954134994, 1006315.233744728 152953.4018203183, 1006317.635970891 152955.3965669908, 1006317.159921972 152955.970056656, 1006345.580140726 152979.5700750961, 1006359.228079306 152963.1344124048))",130,AE,11.0,3248772,A1,PLAN EXAM - IN PROCESS,07/12/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,3.0,25.0,28.0,2.0,1.0,J-3,R-3,"bib app #000424 demello: demolition of existing first floor dwelling unit & existing third story. new first floor to be used for storage only. rehab of existing dwelling on second floor. reconstruction of upper story, to be converted to full story (going from .5 story to 1). number of dwelling units changes from 2 to 1.",3088452158,BK,315,628.0,3013.0,R4,,,,,N,B3,1.0,1800,1920,0,1920,0,0,0,0,0,0,2,1,2.0,2,2,40.0,45.0,20.0,28.0,,1.0,5.0,1.0,5943.0,22780.0,1550.0,1550.0,1920,0,0,3088452158,0,628,1,1.706546,14.706546
4322,1920.0,2017-08-22,3248754,8.0,22.81528614,3088452110,"POLYGON ((1006464.887972981 152990.6599479076, 1006450.470022812 152978.1501304185, 1006432.570124226 152998.7800104056, 1006446.987746314 153011.289827918, 1006464.887972981 152990.6599479076))",130,AE,11.0,3248754,A1,APPLICATION PROCESSED - ENTIRE,06/06/2014,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,20.0,25.0,1.0,1.0,J-3,R-3,"raise residence above advisory flood plane plus 2 feet freeboard. provide new    foundation walls for crawl space. fill in existing cellar to grade. provide      exterior stair to first floor. no change in use, occupancy or egress.",3088452110,BK,315,628.0,3014.0,R4,,,,,N,A1,1.0,1800,1320,0,1320,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,27.0,17.0,,1.0,5.0,0.0,7320.0,10320.0,1550.0,1550.0,1920,0,0,3088452110,0,628,1,2.81528614,10.81528614
4324,1920.0,2017-08-22,3248711,7.0,24.15427184,3088451990,"POLYGON ((1006749.371655973 153015.7035329987, 1006722.321513223 152991.9637510846, 1006704.930143815 153011.7799844093, 1006731.979958472 153035.5200944163, 1006749.371655973 153015.7035329987))",130,AE,11.0,3248711,A2,APPLICATION PROCESSED - ENTIRE,11/14/2014,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,22.0,27.0,1.0,1.0,J-3,J-3,"bib work app-008201.rehabilitation with elevation of existing dwelling to be     raised 5 feet. existing foundation shell be demolished ,new grade beam, helical  pile foundation system shell be installed. interior and exterior elevation as    needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389",3088451990,BK,315,628.0,3016.0,R4,,,,,N,A1,1.0,1800,1584,0,1584,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,25.0,27.0,,1.0,5.0,0.0,5376.0,19334.0,5376.0,6383.0,1920,0,0,3088451990,0,628,1,2.15427184,11.15427184
4325,1920.0,2017-08-22,3248711,7.0,24.15427184,3088451990,"POLYGON ((1006749.371655973 153015.7035329987, 1006722.321513223 152991.9637510846, 1006704.930143815 153011.7799844093, 1006731.979958472 153035.5200944163, 1006749.371655973 153015.7035329987))",130,AE,11.0,3248711,A2,APPLICATION PROCESSED - ENTIRE,02/23/2015,1-2-3 FAMILY,,,2.0,2.0,22.0,22.0,1.0,1.0,J-3,J-3,bib work app-008201. herewith filing sprinkler application in conjunction with   alt 2 340207056 to elevate house.,3088451990,BK,315,628.0,3016.0,R4,,,,,N,A1,1.0,1800,1584,0,1584,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,25.0,27.0,,1.0,5.0,0.0,5376.0,19334.0,5376.0,6383.0,1920,0,0,3088451990,0,628,1,2.15427184,11.15427184
4328,1920.0,2017-08-22,3248694,7.0,24.65654979,3088451944,"POLYGON ((1006787.15012373 153064.4399840709, 1006767.954624057 153047.8255159869, 1006766.064207897 153050.0092386605, 1006759.53206873 153044.3553785735, 1006748.482222066 153057.1214291628, 1006774.209860891 153079.3900854081, 1006787.15012373 153064.4399840709))",130,AE,11.0,3248694,A2,APPLICATION PROCESSED - ENTIRE,09/23/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,28.0,28.0,1.0,1.0,RES,RES,"bib # app- 003721  herewith filing for removals of existing doors, and frames. provide new wall, doors and frame and exterior vynils. provide new stairs to accommodate elevation of property. new galvanized chimney. new flood vents to be installed as shown on drawings filed herewith. no change in use, egress or occupancy.",3088451944,BK,315,628.0,3017.0,R4,,,,,N,A1,1.0,1800,918,0,918,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,17.0,24.0,,1.0,5.0,0.0,5321.0,14691.0,1550.0,1550.0,1920,0,0,3088451944,0,628,1,-3.34345021,11.65654979
4329,1920.0,2017-08-22,3248694,7.0,24.65654979,3088451944,"POLYGON ((1006787.15012373 153064.4399840709, 1006767.954624057 153047.8255159869, 1006766.064207897 153050.0092386605, 1006759.53206873 153044.3553785735, 1006748.482222066 153057.1214291628, 1006774.209860891 153079.3900854081, 1006787.15012373 153064.4399840709))",130,AE,11.0,3248694,A2,APPLICATION PROCESSED - ENTIRE,09/23/2015,1-2-3 FAMILY,,,2.0,2.0,28.0,28.0,1.0,1.0,RES,RES,"bib # app- 003721  raising existing plumbing equipment to accommodate elevation of existing structure. provide new gas line and vent lines, water lines. installation of new tankless gas boiler as shown on drawings filed herewith. no change in use, egress or occupancy.",3088451944,BK,315,628.0,3017.0,R4,,,,,N,A1,1.0,1800,918,0,918,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,17.0,24.0,,1.0,5.0,0.0,5321.0,14691.0,1550.0,1550.0,1920,0,0,3088451944,0,628,1,-3.34345021,11.65654979
4394,1925.0,2017-08-22,3248841,5.0,17.16311101,3088561560,"POLYGON ((1005670.420073734 152879.0699479945, 1005685.650030153 152861.2300886544, 1005664.488327055 152843.1641799189, 1005669.368894726 152837.4469997448, 1005659.444045812 152828.9739195752, 1005656.421414062 152829.7350729122, 1005653.969647319 152830.1264763261, 1005636.77611214 152850.2661998312, 1005638.0251254 152851.3327987351, 1005630.41129547 152860.2514160802, 1005646.67373015 152874.1345904114, 1005654.247205805 152865.2632170828, 1005670.420073734 152879.0699479945))",130,AE,11.0,3248841,A2,APPLICATION PROCESSED - ENTIRE,09/22/2014,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,16.0,23.0,1.0,1.0,J-3,J-3,"bib work app-000961.rehabilitation with elevation of existing dwelling to be    raised 7 feet. existing foundation shell be demolished ,new grade beam, helical  pile foundation system shell be installed. interior and exterior renovation as   needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389",3088561560,BK,315,628.0,3009.0,R4,,,,,N,A1,1.0,1800,1388,0,1388,0,0,0,0,0,0,2,1,1.5,1,1,40.0,45.0,22.0,35.0,G,1.0,3.0,2.0,5707.0,15405.0,5707.0,13009.0,1925,0,0,3088561560,0,628,1,1.16311101,7.16311101
4406,1920.0,2017-08-22,3248856,7.0,19.05892233,3088561612,"POLYGON ((1005833.400062727 152933.8001534974, 1005815.546423897 152919.4133712403, 1005793.096665652 152947.2735517409, 1005810.949976401 152961.6600059191, 1005833.400062727 152933.8001534974))",130,AE,11.0,3248856,NB,PLAN EXAM - IN PROCESS,04/01/2016,1-2-3 FAMILY,,GEN. CONSTR.,0.0,2.0,0.0,30.0,,1.0,,R-3,"bib work app-003671.reconstruction with elevation of existing dwelling to be raised 8 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",3088561612,BK,315,628.0,3007.0,R4,,,,,N,A9,1.0,1800,432,0,432,0,0,0,0,0,0,2,1,1.5,1,1,40.0,45.0,16.0,27.0,,1.0,3.0,0.0,6263.0,12338.0,6169.0,6169.0,1920,0,0,3088561612,0,628,1,19.05892233,11.05892233
4843,1915.0,2017-08-22,3245874,7.0,31.61,3087280058,"POLYGON ((997903.8834414738 150605.8855179952, 997909.4831678125 150574.1034293229, 997886.1498811396 150569.9922170804, 997885.3900401454 150574.3042163225, 997879.5199731403 150573.2700976617, 997874.6800878075 150600.7398589898, 997903.8834414738 150605.8855179952))",130,AE,11.0,3245874,NB,APPLICATION PROCESSED - ENTIRE,06/25/2014,1-2-3 FAMILY,,GEN. CONSTR.,0.0,2.0,0.0,32.0,,1.0,,R-3,new building application. new certificate of occupancy for 1 family dwelling.    application to comply with appendix g flood zone regulations. new plumbing and   mechanical works.,3087280058,BK,315,612.0,1006.0,R3-1,,,,,N,A1,1.0,6000,1600,0,1600,0,0,0,0,0,0,2,1,2.5,1,1,60.0,100.0,36.0,28.0,G,1.0,5.0,2.0,19472.0,51706.0,0.0,0.0,1915,0,0,3087280058,0,612,1,31.61,13.61
5229,1935.0,2017-08-22,3246525,6.0,35.3512,3087520078,"POLYGON ((1000085.073304818 150131.7444059205, 1000054.223300891 150127.5885743297, 1000049.089452895 150165.6993904955, 1000079.939128723 150169.8552220769, 1000085.073304818 150131.7444059205))",130,AE,11.0,3246525,A1,APPLICATION PROCESSED - ENTIRE,07/07/2014,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,24.0,24.0,1.0,1.0,RES,R-3,"alteration type i. two story front yard enlargement on slab. all interior        renovation, plumbing, mechanical will be conducted under application#321000466.  not subject to appendix g flood zone regulations (not substantial improvement.   refer to pw-3). new certificate of occupancy for one family dwelling.",3087520078,BK,315,620.0,2005.0,R3-1,,,,,N,A1,1.0,6000,2382,0,2382,0,0,0,0,0,0,2,2,2.0,1,1,60.0,100.0,37.0,30.0,G,1.0,5.0,2.0,21372.0,62128.0,1550.0,1550.0,1935,0,0,3087520078,0,620,1,11.3512,21.3512
5645,1930.0,2017-08-22,3246266,10.0,28.84,3087410020,"POLYGON ((998373.3598647291 149198.4900388294, 998374.034732146 149193.872265909, 998386.3063611389 149195.6655694102, 998388.9395579853 149177.6449361714, 998332.047939479 149169.3316325768, 998328.7398752298 149191.9700387453, 998373.3598647291 149198.4900388294))",130,AE,11.0,3246266,NB,APPLICATION ASSIGNED TO PLAN EXAMINER,11/01/2016,1-2-3 FAMILY,,GEN. CONSTR.,0.0,2.0,0.0,33.0,,1.0,,R-3,new building application: for proposed detached one family dwelling. building to comply with flood zone regulations (el 11)new plumbing and mechanical work.construction class 2a.,3087410020,BK,315,616.0,1010.0,R3-1,,,,,N,A9,1.0,4000,1921,0,1921,0,0,0,0,0,0,2,2,2.0,1,1,40.0,100.0,20.0,42.0,G,1.0,5.0,2.0,16977.0,50163.0,1550.0,1550.0,1930,0,0,3087410020,0,616,1,28.84,18.84
5649,1925.0,2017-08-22,3246208,9.0,36.15,3087390050,"POLYGON ((997861.5200091472 149199.1599849966, 997813.5906430626 149191.5077693182, 997808.8498389001 149221.199967155, 997856.890097138 149228.8698993216, 997864.9799759852 149222.2600044111, 997867.3142888967 149207.6386425818, 997861.5200091472 149199.1599849966))",130,AE,11.0,3246208,A1,APPLICATION PROCESSED - ENTIRE          ,06/03/2013,1-2-3 FAMILY,,GEN. CONSTR.   ,2.0,2.0,34.0,34.0,    1,    1,J-3 ,R-3 ,filing for zoning re-approval by removing all plumbing and boilers in cellar     under new fema regulations so as to establish a new certificate of occupancy     based upon new zoning height allowances in an ''a'' flood zone.                   ,3087390050,BK,315,616.0,1012.0,R3-1,,,,,N,B3,1.0,4000,1824,0,1824,0,0,0,0,0,0,2,1,2.0,2,2,40.0,100.0,27.0,32.0,EG,1.0,5.0,2.0,34543.0,53745.0,0.0,0.0,1925,0,0,3087390050,0,616,1,2.15,25.15
5810,1925.0,2017-08-22,3250206,9.0,17.11099473,3089460974,"POLYGON ((1003764.227363811 155971.2130419074, 1003749.874702232 155958.9863603319, 1003745.470511557 155964.1566255753, 1003732.934775473 155953.4778411578, 1003718.11361089 155970.876756492, 1003746.86453764 155995.3685054131, 1003764.008204147 155975.2435456489, 1003766.090220974 155972.7996529145, 1003764.227363811 155971.2130419074))",130,AE,11.0,3250206,A2,APPLICATION PROCESSED - ENTIRE,01/27/2016,1-2-3 FAMILY,,"GC,STRU",1.0,1.0,18.0,18.0,1.0,1.0,R-3,R-3,"bib # app- 004437  herewith filing for general construction, mechanical, structural & plumbing work to accommodate raising of existing building as shown on drawings filed herewith. no change in use, egress or occupancy.",3089460974,BK,315,628.0,2014.0,R4,,,,,N,A2,1.0,1785,826,0,826,0,0,0,0,0,0,2,1,1.0,1,1,34.0,52.5,20.0,30.0,,1.0,5.0,0.0,4688.0,15763.0,1550.0,1550.0,1925,0,0,3089460974,0,628,1,-0.88900527,16.11099473
5811,1925.0,2017-08-22,3250206,9.0,17.11099473,3089460974,"POLYGON ((1003764.227363811 155971.2130419074, 1003749.874702232 155958.9863603319, 1003745.470511557 155964.1566255753, 1003732.934775473 155953.4778411578, 1003718.11361089 155970.876756492, 1003746.86453764 155995.3685054131, 1003764.008204147 155975.2435456489, 1003766.090220974 155972.7996529145, 1003764.227363811 155971.2130419074))",130,AE,11.0,3250206,A1,APPLICATION ASSIGNED TO PLAN EXAMINER,04/25/2016,1-2-3 FAMILY,,"GC,STRU",1.0,1.0,18.0,21.0,1.0,1.0,J-3,R-3,"bib # app- 004437  herewith filing for general construction, mechanical, structural, & plumbing work to accommodate raising of existing building as shown on drawings filed herewith.",3089460974,BK,315,628.0,2014.0,R4,,,,,N,A2,1.0,1785,826,0,826,0,0,0,0,0,0,2,1,1.0,1,1,34.0,52.5,20.0,30.0,,1.0,5.0,0.0,4688.0,15763.0,1550.0,1550.0,1925,0,0,3089460974,0,628,1,-0.88900527,16.11099473
5812,1925.0,2017-08-22,3250206,9.0,17.11099473,3089460974,"POLYGON ((1003764.227363811 155971.2130419074, 1003749.874702232 155958.9863603319, 1003745.470511557 155964.1566255753, 1003732.934775473 155953.4778411578, 1003718.11361089 155970.876756492, 1003746.86453764 155995.3685054131, 1003764.008204147 155975.2435456489, 1003766.090220974 155972.7996529145, 1003764.227363811 155971.2130419074))",130,AE,11.0,3250206,A3,PLAN EXAM - IN PROCESS,06/24/2016,1-2-3 FAMILY,,,1.0,1.0,21.0,21.0,1.0,1.0,R-3,R-3,bib # app-004437  proposed plywood construction fence filed in conjunction with 321185944.,3089460974,BK,315,628.0,2014.0,R4,,,,,N,A2,1.0,1785,826,0,826,0,0,0,0,0,0,2,1,1.0,1,1,34.0,52.5,20.0,30.0,,1.0,5.0,0.0,4688.0,15763.0,1550.0,1550.0,1925,0,0,3089460974,0,628,1,-3.88900527,16.11099473
5813,1925.0,2017-08-22,3250206,9.0,17.11099473,3089460974,"POLYGON ((1003764.227363811 155971.2130419074, 1003749.874702232 155958.9863603319, 1003745.470511557 155964.1566255753, 1003732.934775473 155953.4778411578, 1003718.11361089 155970.876756492, 1003746.86453764 155995.3685054131, 1003764.008204147 155975.2435456489, 1003766.090220974 155972.7996529145, 1003764.227363811 155971.2130419074))",130,AE,11.0,3250206,A3,PLAN EXAM - IN PROCESS,06/24/2016,1-2-3 FAMILY,,,1.0,1.0,21.0,21.0,1.0,1.0,R-3,R-3,bib # app-004437  proposed plywood construction fence filed in conjunction with 321185944.,3089460974,BK,315,628.0,2014.0,R4,,,,,N,A2,1.0,1785,826,0,826,0,0,0,0,0,0,2,1,1.0,1,1,34.0,52.5,20.0,30.0,,1.0,5.0,0.0,4688.0,15763.0,1550.0,1550.0,1925,0,0,3089460974,0,628,1,-3.88900527,16.11099473
5818,1945.0,2017-08-22,3250205,9.0,22.46222121,3089460972,"POLYGON ((1003721.809797736 156018.1762025654, 1003733.715613813 156004.3901409125, 1003738.840603562 156008.8159850751, 1003742.773994641 156004.2615322325, 1003737.401958138 155999.622105826, 1003739.862583145 155996.7730301687, 1003714.316702487 155974.7117225753, 1003696.0171984 155995.901640821, 1003721.809797736 156018.1762025654))",130,AE,11.0,3250205,A2,APPLICATION PROCESSED - ENTIRE,03/03/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,36.0,36.0,1.0,1.0,RES,RES,"elevation of an existing building in the special flood hazard area, including construction of a new pile foundation, grade beams, and crawl space, with related plumbing work. build it back application number app-004901",3089460972,BK,315,628.0,2014.0,R4,,,,,N,A1,1.0,1785,1100,0,1100,0,0,0,0,0,0,2,1,1.67,1,1,34.0,52.5,18.0,32.0,,1.0,5.0,0.0,5576.0,16478.0,1550.0,1550.0,1945,0,0,3089460972,0,628,1,-13.53777879,14.76222121
5846,1925.0,2017-08-22,3250297,10.0,22.5028746,3089550254,"POLYGON ((1003640.675117474 156112.6792944148, 1003615.811978224 156091.3276310789, 1003598.394690233 156111.6097427544, 1003629.070153816 156137.9525378202, 1003644.007787975 156120.5578875721, 1003638.195463645 156115.5667558236, 1003640.675117474 156112.6792944148))",130,AE,11.0,3250297,A2,APPLICATION PROCESSED - ENTIRE,09/23/2015,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,32.0,32.0,1.0,1.0,RES,RES,"bib # app- 014880  herewith filing for removals of existing walls, doors, and frames. removal of chimney.  provide new wall, doors and frame. provide new stairs to accommodate elevation of property as shown on drawings filed herewith. no change in use, egress or occupancy.",3089550254,BK,315,628.0,2007.0,R4,,,,,N,A1,1.0,2678,1079,0,1079,0,0,0,0,0,0,2,1,1.75,1,1,51.0,52.5,26.0,24.0,EG,1.0,3.0,0.0,6882.0,14755.0,0.0,0.0,1925,0,0,3089550254,0,628,1,-9.4971254,15.0028746
